GSE_ID,GSM_ID,Sample_Title,Status,Raw_Characteristics,Parse_Quality,source_name,growth_condition,cell_line,group,genotype,treatment,drug,concentration,time,other_info,Error_Msg,extra_fields_json
GSE154184,GSM4665608,RNAseq_GAL5_Rep2,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 5 minutes|molecule: RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 5 minutes,,,Wild type,,,,,,,"{""molecule"": ""RNA""}"
GSE154184,GSM4665609,RNAseq_GAL15_Rep1,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes|molecule: RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes,,,Wild type,,,,,,,"{""molecule"": ""RNA""}"
GSE154184,GSM4665610,RNAseq_GAL15_Rep2,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes|molecule: RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes,,,Wild type,,,,,,,"{""molecule"": ""RNA""}"
GSE154184,GSM4665611,RNAseq_GAL60_Rep1,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes|molecule: RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes,,,Wild type,,,,,,,"{""molecule"": ""RNA""}"
GSE154184,GSM4665612,RNAseq_GAL60_Rep2,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes|molecule: RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes,,,Wild type,,,,,,,"{""molecule"": ""RNA""}"
GSE154184,GSM4665613,MNASEseq_GLU,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65|molecule: MNASE digested DNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65,,,Wild type,,,,,,,"{""molecule"": ""MNASE digested DNA""}"
GSE154184,GSM4665614,MNASEseq_GAL5,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 5 minutes|molecule: MNASE digested DNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 5 minutes,,,Wild type,,,,,,,"{""molecule"": ""MNASE digested DNA""}"
GSE154184,GSM4665615,MNASEseq_GAL15,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes|molecule: MNASE digested DNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 15 minutes,,,Wild type,,,,,,,"{""molecule"": ""MNASE digested DNA""}"
GSE154184,GSM4665616,MNASEseq_GAL60,Success,genotype: Wild type|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes|molecule: MNASE digested DNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 60 minutes,,,Wild type,,,,,,,"{""molecule"": ""MNASE digested DNA""}"
GSE154184,GSM4665617,NETseq_GAL180,Success,genotype: Rpb3-3xFlag|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 180 minutes|molecule: Nascent RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then switched to galactose (YPG) for 180 minutes,,,Rpb3-3xFlag,,,,,,,"{""molecule"": ""Nascent RNA""}"
GSE154184,GSM4665618,NETseq_ResuspendedFreshYPD,Success,genotype: Rpb3-3xFlag|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then spun and resuspended in fresh prewarmed YPD|molecule: Nascent RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then spun and resuspended in fresh prewarmed YPD,,,Rpb3-3xFlag,,,,,,,"{""molecule"": ""Nascent RNA""}"
GSE154184,GSM4665619,NETseq_ResuspendedSameYPD,Success,genotype: Rpb3-3xFlag|growth condition: Exponential growth in glucose (YPD) to OD600 = 0.65 then spun and resuspended in the same YPD in which it had been growing|molecule: Nascent RNA,Auto_Parsed,,Exponential growth in glucose (YPD) to OD600 = 0.65 then spun and resuspended in the same YPD in which it had been growing,,,Rpb3-3xFlag,,,,,,,"{""molecule"": ""Nascent RNA""}"
GSE299290,GSM9036723,4741_Control_1_RNAseq,Success,cell type: haploid|strain: BY4741|genotype: control gRNAs transformed,Auto_Parsed,,,BY4741,,control gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036724,4741_Control_2_RNAseq,Success,cell type: haploid|strain: BY4741|genotype: control gRNAs transformed,Auto_Parsed,,,BY4741,,control gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036725,4741_Treated_1_RNAseq,Success,cell type: haploid|strain: BY4741|genotype: targeted gRNAs transformed,Auto_Parsed,,,BY4741,,targeted gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036726,4741_Treated_2_RNAseq,Success,cell type: haploid|strain: BY4741|genotype: targeted gRNAs transformed,Auto_Parsed,,,BY4741,,targeted gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036727,4741_Control_1_RIBOseq,Success,cell type: haploid|strain: BY4741|genotype: control gRNAs transformed,Auto_Parsed,,,BY4741,,control gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036728,4741_Control_2_RIBOseq,Success,cell type: haploid|strain: BY4741|genotype: control gRNAs transformed,Auto_Parsed,,,BY4741,,control gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036729,4741_Treated_1_RIBOseq,Success,cell type: haploid|strain: BY4741|genotype: targeted gRNAs transformed,Auto_Parsed,,,BY4741,,targeted gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE299290,GSM9036730,4741_Treated_2_RIBOseq,Success,cell type: haploid|strain: BY4741|genotype: targeted gRNAs transformed,Auto_Parsed,,,BY4741,,targeted gRNAs transformed,,,,,,,"{""cell_type"": ""haploid""}"
GSE294317,GSM8902272,BY4741_control_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902273,BY4741_control_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902274,BY4741_control_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902275,BY4741_SDS_0.5hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902276,BY4741_SDS_0.5hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902277,BY4741_SDS_0.5hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902278,BY4741_SDS_1hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902279,BY4741_SDS_1hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902280,BY4741_SDS_1hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902281,BY4741_SDS_2hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902282,BY4741_SDS_2hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902283,BY4741_SDS_2hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902284,BY4741_SDS_4hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902285,BY4741_SDS_4hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902286,BY4741_SDS_4hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902287,BY4741_SDS_8hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902288,BY4741_SDS_8hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902289,BY4741_SDS_8hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902290,BY4741_SDS_20hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902291,BY4741_SDS_20hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902292,BY4741_SDS_20hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902293,BY4741_EtOH_0.5hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902294,BY4741_EtOH_0.5hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902295,BY4741_EtOH_0.5hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902296,BY4741_EtOH_1hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902297,BY4741_EtOH_1hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902298,BY4741_EtOH_1hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902299,BY4741_EtOH_2hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902300,BY4741_EtOH_2hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902301,BY4741_EtOH_2hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902302,BY4741_EtOH_4hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902303,BY4741_EtOH_4hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902304,BY4741_EtOH_4hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902305,BY4741_EtOH_8hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902306,BY4741_EtOH_8hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902307,BY4741_EtOH_8hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902308,BY4741_EtOH_20hr_bio_rep1,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902309,BY4741_EtOH_20hr_bio_rep2,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902310,BY4741_EtOH_20hr_bio_rep3,Success,cell line: Saccharomyces cerevisiae BY4741|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,Saccharomyces cerevisiae BY4741,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902311,YKK2941_control_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902312,YKK2941_control_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902313,YKK2941_control_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: -,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,-,,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902314,YKK2941_SDS_0.5hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902315,YKK2941_SDS_0.5hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902316,YKK2941_SDS_0.5hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902317,YKK2941_SDS_1hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902318,YKK2941_SDS_1hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902319,YKK2941_SDS_1hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902320,YKK2941_SDS_2hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902321,YKK2941_SDS_2hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902322,YKK2941_SDS_2hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902323,YKK2941_SDS_4hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902324,YKK2941_SDS_4hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902325,YKK2941_SDS_4hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902326,YKK2941_SDS_8hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902327,YKK2941_SDS_8hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902328,YKK2941_SDS_8hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902329,YKK2941_SDS_20hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902330,YKK2941_SDS_20hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902331,YKK2941_SDS_20hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 0.01% SDS,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,0.01% SDS,0.01% SDS,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902332,YKK2941_EtOH_0.5hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902333,YKK2941_EtOH_0.5hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902334,YKK2941_EtOH_0.5hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902335,YKK2941_EtOH_1hr_bio_rep1,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902336,YKK2941_EtOH_1hr_bio_rep2,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
GSE294317,GSM8902337,YKK2941_EtOH_1hr_bio_rep3,Success,cell line: S. pastorianus Weihenstephan 34/70|cell type: Yeast cells|genotype: WT|treatment: 7% EtOH,Auto_Parsed,,,S. pastorianus Weihenstephan 34/70,,WT,7% EtOH,7% EtOH,,,,,"{""cell_type"": ""Yeast cells""}"
